Accession,Release_Date,Isolate,Genotype,Geo_Location,Country,USA,Collection_Date,GenBank_Title
OK553005,2022-09-13T00:00:00Z,S180_20061027_Fl_10,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_10 polyprotein gene, partial cds"
OK553006,2022-09-13T00:00:00Z,S180_20061027_Fl_11,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_11 polyprotein gene, partial cds"
OK553007,2022-09-13T00:00:00Z,S180_20061027_Fl_12,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_12 polyprotein gene, partial cds"
OK553008,2022-09-13T00:00:00Z,S180_20061027_Fl_13,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_13 polyprotein gene, partial cds"
OK553009,2022-09-13T00:00:00Z,S180_20061027_Fl_14,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_14 polyprotein gene, partial cds"
OK553010,2022-09-13T00:00:00Z,S180_20061027_Fl_15,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_15 polyprotein gene, partial cds"
OK553011,2022-09-13T00:00:00Z,S180_20061027_Fl_16,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_16 polyprotein gene, partial cds"
OK553012,2022-09-13T00:00:00Z,S180_20061027_Fl_17,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_17 polyprotein gene, partial cds"
OK553013,2022-09-13T00:00:00Z,S180_20061027_Fl_18,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_18 polyprotein gene, partial cds"
OK553014,2022-09-13T00:00:00Z,S180_20061027_Fl_19,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_19 polyprotein gene, partial cds"
OK553015,2022-09-13T00:00:00Z,S180_20061027_Fl_20,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_20 polyprotein gene, partial cds"
OK553016,2022-09-13T00:00:00Z,S180_20061027_Fl_21,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_21 polyprotein gene, partial cds"
OK553017,2022-09-13T00:00:00Z,S180_20061027_Fl_22,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_22 polyprotein gene, partial cds"
OK553018,2022-09-13T00:00:00Z,S180_20061027_Fl_23,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_23 polyprotein gene, partial cds"
OK553019,2022-09-13T00:00:00Z,S180_20061027_Fl_24,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_24 polyprotein gene, partial cds"
OK553020,2022-09-13T00:00:00Z,S180_20061027_Fl_25,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_25 polyprotein gene, partial cds"
OK553021,2022-09-13T00:00:00Z,S180_20061027_Fl_26,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_26 polyprotein gene, partial cds"
OK553022,2022-09-13T00:00:00Z,S180_20061027_Fl_27,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_27 polyprotein gene, partial cds"
OK553023,2022-09-13T00:00:00Z,S180_20061027_Fl_28,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_28 polyprotein gene, partial cds"
OK553024,2022-09-13T00:00:00Z,S180_20061027_Fl_29,,USA,USA,,2006-10-27,"UNVERIFIED: Hepacivirus C isolate S180_20061027_Fl_29 polyprotein-like gene, partial sequence"
OK553025,2022-09-13T00:00:00Z,S180_20061027_Fl_32,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_32 polyprotein gene, partial cds"
OK553026,2022-09-13T00:00:00Z,S180_20061027_Fl_33,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_33 polyprotein gene, partial cds"
OK553027,2022-09-13T00:00:00Z,S180_20061027_Fl_35,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_35 polyprotein gene, partial cds"
OK553028,2022-09-13T00:00:00Z,S180_20061027_Fl_36,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_36 polyprotein gene, partial cds"
OK553029,2022-09-13T00:00:00Z,S180_20061027_Fl_37,,USA,USA,,2006-10-27,"Hepacivirus C isolate S180_20061027_Fl_37 polyprotein gene, partial cds"
OK553031,2022-09-13T00:00:00Z,S180_20061128_Fl_03,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_03 polyprotein gene, partial cds"
OK553032,2022-09-13T00:00:00Z,S180_20061128_Fl_04,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_04 polyprotein gene, partial cds"
OK553033,2022-09-13T00:00:00Z,S180_20061128_Fl_05,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_05 polyprotein gene, partial cds"
OK553034,2022-09-13T00:00:00Z,S180_20061128_Fl_06,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_06 polyprotein gene, partial cds"
OK553035,2022-09-13T00:00:00Z,S180_20061128_Fl_07,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_07 polyprotein gene, partial cds"
OK553036,2022-09-13T00:00:00Z,S180_20061128_Fl_08,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_08 polyprotein gene, partial cds"
OK553037,2022-09-13T00:00:00Z,S180_20061128_Fl_09,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_09 polyprotein gene, partial cds"
OK553038,2022-09-13T00:00:00Z,S180_20061128_Fl_10,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_10 polyprotein gene, partial cds"
OK553039,2022-09-13T00:00:00Z,S180_20061128_Fl_11,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_11 polyprotein gene, partial cds"
OK553040,2022-09-13T00:00:00Z,S180_20061128_Fl_12,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_12 polyprotein gene, partial cds"
OK553041,2022-09-13T00:00:00Z,S180_20061128_Fl_15,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_15 polyprotein gene, partial cds"
OK553042,2022-09-13T00:00:00Z,S180_20061128_Fl_17,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_17 polyprotein gene, partial cds"
OK553043,2022-09-13T00:00:00Z,S180_20061128_Fl_18,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_18 polyprotein gene, partial cds"
OK553044,2022-09-13T00:00:00Z,S180_20061128_Fl_19,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_19 polyprotein gene, partial cds"
OK553045,2022-09-13T00:00:00Z,S180_20061128_Fl_20,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_20 polyprotein gene, partial cds"
OK553046,2022-09-13T00:00:00Z,S180_20061128_Fl_21,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_21 polyprotein gene, partial cds"
OK553047,2022-09-13T00:00:00Z,S180_20061128_Fl_22,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_22 polyprotein gene, partial cds"
OK553049,2022-09-13T00:00:00Z,S180_20061128_Fl_24,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_24 polyprotein gene, partial cds"
OK553050,2022-09-13T00:00:00Z,S180_20061128_Fl_25,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_25 polyprotein gene, partial cds"
OK553051,2022-09-13T00:00:00Z,S180_20061128_Fl_31,,USA,USA,,2006-11-28,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S180_20061128_Fl_31 polyprotein-like gene, partial sequence"
OK553052,2022-09-13T00:00:00Z,S180_20061128_Fl_32,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_32 polyprotein gene, partial cds"
OK553053,2022-09-13T00:00:00Z,S180_20061128_Fl_33,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_33 polyprotein gene, partial cds"
OK553054,2022-09-13T00:00:00Z,S180_20061128_Fl_34,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_34 polyprotein gene, partial cds"
OK553055,2022-09-13T00:00:00Z,S180_20061128_Fl_35,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_35 polyprotein gene, partial cds"
OK553056,2022-09-13T00:00:00Z,S180_20061128_Fl_36,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_36 polyprotein gene, partial cds"
OK553057,2022-09-13T00:00:00Z,S180_20061128_Fl_37,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_37 polyprotein gene, partial cds"
OK553058,2022-09-13T00:00:00Z,S180_20061128_Fl_38,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_38 polyprotein gene, partial cds"
OK553059,2022-09-13T00:00:00Z,S180_20061128_Fl_41,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_41 polyprotein gene, partial cds"
OK553060,2022-09-13T00:00:00Z,S180_20061128_Fl_42,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_42 polyprotein gene, partial cds"
OK553061,2022-09-13T00:00:00Z,S180_20061128_Fl_43,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_43 polyprotein gene, partial cds"
OK553062,2022-09-13T00:00:00Z,S180_20061128_Fl_45,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_45 polyprotein gene, partial cds"
OK553063,2022-09-13T00:00:00Z,S180_20061128_Fl_46,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_46 polyprotein gene, partial cds"
OK553064,2022-09-13T00:00:00Z,S180_20061128_Fl_48,,USA,USA,,2006-11-28,"Hepacivirus C isolate S180_20061128_Fl_48 polyprotein gene, partial cds"
OK553065,2022-09-13T00:00:00Z,S180_20070221_Fl_A01,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_A01 polyprotein gene, partial cds"
OK553066,2022-09-13T00:00:00Z,S180_20070221_Fl_A02,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_A02 polyprotein gene, partial cds"
OK553067,2022-09-13T00:00:00Z,S180_20070221_Fl_A04,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_A04 polyprotein gene, partial cds"
OK553068,2022-09-13T00:00:00Z,S180_20070221_Fl_A05,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_A05 polyprotein gene, partial cds"
OK553069,2022-09-13T00:00:00Z,S180_20070221_Fl_A07,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_A07 polyprotein gene, partial cds"
OK553070,2022-09-13T00:00:00Z,S180_20070221_Fl_A08,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_A08 polyprotein gene, partial cds"
OK553071,2022-09-13T00:00:00Z,S180_20070221_Fl_A09,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_A09 polyprotein gene, partial cds"
OK553072,2022-09-13T00:00:00Z,S180_20070221_Fl_A10,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_A10 polyprotein gene, partial cds"
OK553073,2022-09-13T00:00:00Z,S180_20070221_Fl_A11,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_A11 polyprotein gene, partial cds"
OK553074,2022-09-13T00:00:00Z,S180_20070221_Fl_A12,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_A12 polyprotein gene, partial cds"
OK553075,2022-09-13T00:00:00Z,S180_20070221_Fl_A13,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_A13 polyprotein gene, partial cds"
OK553076,2022-09-13T00:00:00Z,S180_20070221_Fl_A14,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_A14 polyprotein gene, partial cds"
OK553077,2022-09-13T00:00:00Z,S180_20070221_Fl_B01,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B01 polyprotein gene, partial cds"
OK553078,2022-09-13T00:00:00Z,S180_20070221_Fl_B02,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B02 polyprotein gene, partial cds"
OK553079,2022-09-13T00:00:00Z,S180_20070221_Fl_B03,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B03 polyprotein gene, partial cds"
OK553080,2022-09-13T00:00:00Z,S180_20070221_Fl_B04,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B04 polyprotein gene, partial cds"
OK553081,2022-09-13T00:00:00Z,S180_20070221_Fl_B05,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B05 polyprotein gene, partial cds"
OK553082,2022-09-13T00:00:00Z,S180_20070221_Fl_B06,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B06 polyprotein gene, partial cds"
OK553083,2022-09-13T00:00:00Z,S180_20070221_Fl_B07,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B07 polyprotein gene, partial cds"
OK553084,2022-09-13T00:00:00Z,S180_20070221_Fl_B08,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B08 polyprotein gene, partial cds"
OK553085,2022-09-13T00:00:00Z,S180_20070221_Fl_B09,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B09 polyprotein gene, partial cds"
OK553086,2022-09-13T00:00:00Z,S180_20070221_Fl_B10,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B10 polyprotein gene, partial cds"
OK553087,2022-09-13T00:00:00Z,S180_20070221_Fl_B11,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B11 polyprotein gene, partial cds"
OK553088,2022-09-13T00:00:00Z,S180_20070221_Fl_B12,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B12 polyprotein gene, partial cds"
OK553089,2022-09-13T00:00:00Z,S180_20070221_Fl_B13,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B13 polyprotein gene, partial cds"
OK553090,2022-09-13T00:00:00Z,S180_20070221_Fl_B15,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B15 polyprotein gene, partial cds"
OK553091,2022-09-13T00:00:00Z,S180_20070221_Fl_B16,,USA,USA,,2007-02-21,"Hepacivirus C isolate S180_20070221_Fl_B16 polyprotein gene, partial cds"
OK553092,2022-09-13T00:00:00Z,S180_20071127_Fl_A01,,USA,USA,,2007-11-27,"Hepacivirus C isolate S180_20071127_Fl_A01 polyprotein gene, partial cds"
OK553093,2022-09-13T00:00:00Z,S180_20071127_Fl_A02,,USA,USA,,2007-11-27,"Hepacivirus C isolate S180_20071127_Fl_A02 polyprotein gene, partial cds"
OK553094,2022-09-13T00:00:00Z,S180_20071127_Fl_A03,,USA,USA,,2007-11-27,"Hepacivirus C isolate S180_20071127_Fl_A03 polyprotein gene, partial cds"
OK553095,2022-09-13T00:00:00Z,S180_20071127_Fl_A04,,USA,USA,,2007-11-27,"Hepacivirus C isolate S180_20071127_Fl_A04 polyprotein gene, partial cds"
OK553096,2022-09-13T00:00:00Z,S180_20071127_Fl_A05,,USA,USA,,2007-11-27,"Hepacivirus C isolate S180_20071127_Fl_A05 polyprotein gene, partial cds"
OK553097,2022-09-13T00:00:00Z,S180_20071127_Fl_B01,,USA,USA,,2007-11-27,"Hepacivirus C isolate S180_20071127_Fl_B01 polyprotein gene, partial cds"
OK553098,2022-09-13T00:00:00Z,S180_20071127_Fl_C01,,USA,USA,,2007-11-27,"Hepacivirus C isolate S180_20071127_Fl_C01 polyprotein gene, partial cds"
OL332047,2022-09-07T00:00:00Z,S117_20040817_NF_A01,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_A01 polyprotein gene, partial cds"
OL332048,2022-09-07T00:00:00Z,S117_20040817_NF_A02,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_A02 polyprotein gene, partial cds"
OL332049,2022-09-07T00:00:00Z,S117_20040817_NF_A03,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_A03 polyprotein gene, partial cds"
OL332050,2022-09-07T00:00:00Z,S117_20040817_NF_A04,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_A04 polyprotein gene, partial cds"
OL332051,2022-09-07T00:00:00Z,S117_20040817_NF_A05,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_A05 polyprotein gene, partial cds"
OL332052,2022-09-07T00:00:00Z,S117_20040817_NF_A12,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_A12 polyprotein gene, partial cds"
OL332053,2022-09-07T00:00:00Z,S117_20040817_NF_A13,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_A13 polyprotein gene, partial cds"
OL332054,2022-09-07T00:00:00Z,S117_20040817_NF_B01,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_B01 polyprotein gene, partial cds"
OL332055,2022-09-07T00:00:00Z,S117_20040817_NF_B03,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_B03 polyprotein gene, partial cds"
OL332056,2022-09-07T00:00:00Z,S117_20040817_NF_B06,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_B06 polyprotein gene, partial cds"
OL332057,2022-09-07T00:00:00Z,S117_20040817_NF_B08,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_B08 polyprotein gene, partial cds"
OL332058,2022-09-07T00:00:00Z,S117_20040817_NF_B12,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_B12 polyprotein gene, partial cds"
OL332059,2022-09-07T00:00:00Z,S117_20040817_NF_B13,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_B13 polyprotein gene, partial cds"
OL332060,2022-09-07T00:00:00Z,S117_20040817_NF_B16,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_B16 polyprotein gene, partial cds"
OL332061,2022-09-07T00:00:00Z,S117_20040817_NF_B18,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_B18 polyprotein gene, partial cds"
OL332062,2022-09-07T00:00:00Z,S117_20040817_NF_B19,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_B19 polyprotein gene, partial cds"
OL332063,2022-09-07T00:00:00Z,S117_20040817_NF_B21,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_B21 polyprotein gene, partial cds"
OL332064,2022-09-07T00:00:00Z,S117_20040817_NF_B22,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_B22 polyprotein gene, partial cds"
OL332065,2022-09-07T00:00:00Z,S117_20040817_NF_B23,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_B23 polyprotein gene, partial cds"
OL332066,2022-09-07T00:00:00Z,S117_20040817_NF_B24,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_B24 polyprotein gene, partial cds"
OL332067,2022-09-07T00:00:00Z,S117_20040817_NF_C01,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_C01 polyprotein gene, partial cds"
OL332068,2022-09-07T00:00:00Z,S117_20040817_NF_C09,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_C09 polyprotein gene, partial cds"
OL332069,2022-09-07T00:00:00Z,S117_20040817_NF_C10,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_C10 polyprotein gene, partial cds"
OL332070,2022-09-07T00:00:00Z,S117_20040817_NF_D02,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_D02 polyprotein gene, partial cds"
OL332071,2022-09-07T00:00:00Z,S117_20040817_NF_D05,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_D05 polyprotein gene, partial cds"
OL332072,2022-09-07T00:00:00Z,S117_20040817_NF_D06,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_D06 polyprotein gene, partial cds"
OL332073,2022-09-07T00:00:00Z,S117_20040817_NF_D07,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_D07 polyprotein gene, partial cds"
OL332074,2022-09-07T00:00:00Z,S117_20040817_NF_D09,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_D09 polyprotein gene, partial cds"
OL332075,2022-09-07T00:00:00Z,S117_20040817_NF_D12,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_D12 polyprotein gene, partial cds"
OL332076,2022-09-07T00:00:00Z,S117_20040817_NF_D13,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_D13 polyprotein gene, partial cds"
OL332077,2022-09-07T00:00:00Z,S117_20040817_NF_T02,,USA,USA,,2004-08-17,"Hepacivirus C isolate S117_20040817_NF_T02 polyprotein gene, partial cds"
OL332078,2022-09-07T00:00:00Z,S117_20040915_NF_A01,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A01 polyprotein gene, partial cds"
OL332079,2022-09-07T00:00:00Z,S117_20040915_NF_A02,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A02 polyprotein gene, partial cds"
OL332080,2022-09-07T00:00:00Z,S117_20040915_NF_A03,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A03 polyprotein gene, partial cds"
OL332081,2022-09-07T00:00:00Z,S117_20040915_NF_A04,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A04 polyprotein gene, partial cds"
OL332082,2022-09-07T00:00:00Z,S117_20040915_NF_A06,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A06 polyprotein gene, partial cds"
OL332083,2022-09-07T00:00:00Z,S117_20040915_NF_A07,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A07 polyprotein gene, partial cds"
OL332084,2022-09-07T00:00:00Z,S117_20040915_NF_A08,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A08 polyprotein gene, partial cds"
OL332085,2022-09-07T00:00:00Z,S117_20040915_NF_A12,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A12 polyprotein gene, partial cds"
OL332086,2022-09-07T00:00:00Z,S117_20040915_NF_A13,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A13 polyprotein gene, partial cds"
OL332087,2022-09-07T00:00:00Z,S117_20040915_NF_A14,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A14 polyprotein gene, partial cds"
OL332088,2022-09-07T00:00:00Z,S117_20040915_NF_A16,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A16 polyprotein gene, partial cds"
OL332089,2022-09-07T00:00:00Z,S117_20040915_NF_A17,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A17 polyprotein gene, partial cds"
OL332090,2022-09-07T00:00:00Z,S117_20040915_NF_A22,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A22 polyprotein gene, partial cds"
OL332091,2022-09-07T00:00:00Z,S117_20040915_NF_A25,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_A25 polyprotein gene, partial cds"
OL332092,2022-09-07T00:00:00Z,S117_20040915_NF_B01,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B01 polyprotein gene, partial cds"
OL332093,2022-09-07T00:00:00Z,S117_20040915_NF_B02,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B02 polyprotein gene, partial cds"
OL332094,2022-09-07T00:00:00Z,S117_20040915_NF_B03,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B03 polyprotein gene, partial cds"
OL332095,2022-09-07T00:00:00Z,S117_20040915_NF_B04,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B04 polyprotein gene, partial cds"
OL332096,2022-09-07T00:00:00Z,S117_20040915_NF_B05,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B05 polyprotein gene, partial cds"
OL332097,2022-09-07T00:00:00Z,S117_20040915_NF_B07,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B07 polyprotein gene, partial cds"
OL332098,2022-09-07T00:00:00Z,S117_20040915_NF_B08,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B08 polyprotein gene, partial cds"
OL332099,2022-09-07T00:00:00Z,S117_20040915_NF_B09,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B09 polyprotein gene, partial cds"
OL332100,2022-09-07T00:00:00Z,S117_20040915_NF_B10,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B10 polyprotein gene, partial cds"
OL332101,2022-09-07T00:00:00Z,S117_20040915_NF_B12,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B12 polyprotein gene, partial cds"
OL332102,2022-09-07T00:00:00Z,S117_20040915_NF_B13,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B13 polyprotein gene, partial cds"
OL332103,2022-09-07T00:00:00Z,S117_20040915_NF_B14,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B14 polyprotein gene, partial cds"
OL332104,2022-09-07T00:00:00Z,S117_20040915_NF_B15,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B15 polyprotein gene, partial cds"
OL332105,2022-09-07T00:00:00Z,S117_20040915_NF_B16,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B16 polyprotein gene, partial cds"
OL332106,2022-09-07T00:00:00Z,S117_20040915_NF_B17,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B17 polyprotein gene, partial cds"
OL332107,2022-09-07T00:00:00Z,S117_20040915_NF_B20,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B20 polyprotein gene, partial cds"
OL332108,2022-09-07T00:00:00Z,S117_20040915_NF_B22,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_B22 polyprotein gene, partial cds"
OL332109,2022-09-07T00:00:00Z,S117_20040915_NF_T02,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_T02 polyprotein gene, partial cds"
OL332110,2022-09-07T00:00:00Z,S117_20040915_NF_T05,,USA,USA,,2004-09-15,"Hepacivirus C isolate S117_20040915_NF_T05 polyprotein gene, partial cds"
OL332111,2022-09-07T00:00:00Z,S117_20041118_NF_A01,,USA,USA,,2004-11-18,"Hepacivirus C isolate S117_20041118_NF_A01 polyprotein gene, partial cds"
OL332112,2022-09-07T00:00:00Z,S117_20041118_NF_A02,,USA,USA,,2004-11-18,"Hepacivirus C isolate S117_20041118_NF_A02 polyprotein gene, partial cds"
OL332113,2022-09-07T00:00:00Z,S117_20041118_NF_A04,,USA,USA,,2004-11-18,"Hepacivirus C isolate S117_20041118_NF_A04 polyprotein gene, partial cds"
