strain	Accession	source	country	division	location	date	original_annotated_subtype	original_annotated_genotype	clade_membership
HCV/SP199928/KY620531/UNKNOWN/2014	KY620531	ncbi	?	?	?	2014-01-06	?	?	3
HCV/SP185855/KY620544/UNKNOWN/2014	KY620544	ncbi	?	?	?	2014-01-17	?	?	3
HCV/SP185497/KY620546/UNKNOWN/2014	KY620546	ncbi	?	?	?	2014-01-16	?	?	3
HCV/SP160455/KY620547/UNKNOWN/2014	KY620547	ncbi	?	?	?	2014-01-15	?	?	3
HCV/SP124139/KY620548/UNKNOWN/2014	KY620548	ncbi	?	?	?	2014-01-20	?	?	3
HCV/SP117020/KY620551/UNKNOWN/2014	KY620551	ncbi	?	?	?	2014-01-16	?	?	3
HCV/SP193645/KY620554/UNKNOWN/2014	KY620554	ncbi	?	?	?	2014-01-13	?	?	3
HCV/SP140598/KY620555/UNKNOWN/2014	KY620555	ncbi	?	?	?	2014-01-14	?	?	3
HCV/SP102021/KY620556/UNKNOWN/2014	KY620556	ncbi	?	?	?	2014-01-14	?	?	3
HCV/SP169235/KY620559/UNKNOWN/2014	KY620559	ncbi	?	?	?	2014-01-16	?	?	3
HCV/SP166533/KY620564/UNKNOWN/2014	KY620564	ncbi	?	?	?	2014-01-23	?	?	3
HCV/SP198315/KY620568/UNKNOWN/2014	KY620568	ncbi	?	?	?	2014-01-20	?	?	3
HCV/SP105067/KY620569/UNKNOWN/2014	KY620569	ncbi	?	?	?	2014-01-20	?	?	3
HCV/SP199426/KY620570/UNKNOWN/2014	KY620570	ncbi	?	?	?	2014-01-20	?	?	3
HCV/SP156807/KY620571/UNKNOWN/2014	KY620571	ncbi	?	?	?	2014-01-29	?	?	3
HCV/SP155261/KY620577/UNKNOWN/2014	KY620577	ncbi	?	?	?	2014-01-21	?	?	3
HCV/SP158533/KY620587/UNKNOWN/2014	KY620587	ncbi	?	?	?	2014-01-23	?	?	3
HCV/SP105383/KY620591/UNKNOWN/2014	KY620591	ncbi	?	?	?	2014-01-27	?	?	3
HCV/SP158986/KY620593/UNKNOWN/2014	KY620593	ncbi	?	?	?	2014-01-28	?	?	3
HCV/SP160318/KY620596/UNKNOWN/2014	KY620596	ncbi	?	?	?	2014-01-29	?	?	3
HCV/SP134204/KY620599/UNKNOWN/2014	KY620599	ncbi	?	?	?	2014-02-04	?	?	3
HCV/SP124349/KY620604/UNKNOWN/2014	KY620604	ncbi	?	?	?	2014-01-27	?	?	3
HCV/SP147317/KY620605/UNKNOWN/2014	KY620605	ncbi	?	?	?	2014-01-23	?	?	3
HCV/SP142138/KY620611/UNKNOWN/2014	KY620611	ncbi	?	?	?	2014-02-03	?	?	3
HCV/SP187542/KY620619/UNKNOWN/2014	KY620619	ncbi	?	?	?	2014-02-04	?	?	3
HCV/SP162131/KY620620/UNKNOWN/2014	KY620620	ncbi	?	?	?	2014-02-05	?	?	3
HCV/SP147765/KY620623/UNKNOWN/2014	KY620623	ncbi	?	?	?	2014-02-12	?	?	3
HCV/SP115083/KY620628/UNKNOWN/2014	KY620628	ncbi	?	?	?	2014-02-12	?	?	3
HCV/SP128741/KY620634/UNKNOWN/2014	KY620634	ncbi	?	?	?	2014-02-11	?	?	3
HCV/SP115255/KY620637/UNKNOWN/2014	KY620637	ncbi	?	?	?	2014-02-13	?	?	3
HCV/SP195936/KY620644/UNKNOWN/2014	KY620644	ncbi	?	?	?	2014-02-17	?	?	3
HCV/SP150610/KY620655/UNKNOWN/2014	KY620655	ncbi	?	?	?	2014-02-14	?	?	3
HCV/SP107292/KY620657/UNKNOWN/2014	KY620657	ncbi	?	?	?	2014-02-24	?	?	3
HCV/SP182421/KY620659/UNKNOWN/2014	KY620659	ncbi	?	?	?	2014-02-14	?	?	3
HCV/SP127376/KY620670/UNKNOWN/2014	KY620670	ncbi	?	?	?	2014-02-25	?	?	3
HCV/SP191998/KY620683/UNKNOWN/2014	KY620683	ncbi	?	?	?	2014-03-03	?	?	3
HCV/SP145285/KY620697/UNKNOWN/2014	KY620697	ncbi	?	?	?	2014-02-24	?	?	3
HCV/SP179638/KY620698/UNKNOWN/2014	KY620698	ncbi	?	?	?	2014-02-27	?	?	3
HCV/SP176778/KY620704/UNKNOWN/2014	KY620704	ncbi	?	?	?	2014-03-04	?	?	3
HCV/SP107442/KY620713/UNKNOWN/2014	KY620713	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP151129/KY620715/UNKNOWN/2014	KY620715	ncbi	?	?	?	2014-03-10	?	?	3
HCV/SP131922/KY620717/UNKNOWN/2014	KY620717	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP183236/KY620719/UNKNOWN/2014	KY620719	ncbi	?	?	?	2014-03-05	?	?	3
HCV/SP134116/KY620725/UNKNOWN/2014	KY620725	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP137053/KY620728/UNKNOWN/2014	KY620728	ncbi	?	?	?	2014-03-10	?	?	3
HCV/SP155136/KY620734/UNKNOWN/2014	KY620734	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP146738/KY620736/UNKNOWN/2014	KY620736	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP188146/KY620739/UNKNOWN/2014	KY620739	ncbi	?	?	?	2014-03-11	?	?	3
HCV/SP121135/KY620740/UNKNOWN/2014	KY620740	ncbi	?	?	?	2014-03-11	?	?	3
HCV/SP170396/KY620746/UNKNOWN/2014	KY620746	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP134668/KY620748/UNKNOWN/2014	KY620748	ncbi	?	?	?	2014-03-11	?	?	3
HCV/SP123089/KY620753/UNKNOWN/2014	KY620753	ncbi	?	?	?	2014-03-12	?	?	3
HCV/SP193406/KY620758/UNKNOWN/2014	KY620758	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP151666/KY620763/UNKNOWN/2014	KY620763	ncbi	?	?	?	2014-03-17	?	?	3
HCV/SP113570/KY620772/UNKNOWN/2014	KY620772	ncbi	?	?	?	2014-03-17	?	?	3
HCV/SP160388/KY620775/UNKNOWN/2014	KY620775	ncbi	?	?	?	2014-03-19	?	?	3
HCV/SP130509/KY620783/UNKNOWN/2014	KY620783	ncbi	?	?	?	2014-03-13	?	?	3
HCV/SP185934/KY620784/UNKNOWN/2014	KY620784	ncbi	?	?	?	2014-03-17	?	?	3
HCV/SP158841/KY620785/UNKNOWN/2014	KY620785	ncbi	?	?	?	2014-03-17	?	?	3
HCV/SP130177/KY620786/UNKNOWN/2014	KY620786	ncbi	?	?	?	2014-03-18	?	?	3
HCV/SP169747/KY620788/UNKNOWN/2014	KY620788	ncbi	?	?	?	2014-03-18	?	?	3
HCV/SP136113/KY620790/UNKNOWN/2014	KY620790	ncbi	?	?	?	2014-03-21	?	?	3
HCV/SP128168/KY620792/UNKNOWN/2014	KY620792	ncbi	?	?	?	2014-03-17	?	?	3
HCV/SP125456/KY620794/UNKNOWN/2014	KY620794	ncbi	?	?	?	2014-03-25	?	?	3
HCV/SP104469/KY620808/UNKNOWN/2014	KY620808	ncbi	?	?	?	2014-03-18	?	?	3
HCV/SP145142/KY620812/UNKNOWN/2014	KY620812	ncbi	?	?	?	2014-03-24	?	?	3
HCV/SP144485/KY620823/UNKNOWN/2014	KY620823	ncbi	?	?	?	2014-03-20	?	?	3
HCV/SP123592/KY620824/UNKNOWN/2014	KY620824	ncbi	?	?	?	2014-03-25	?	?	3
HCV/SP151949/KY620832/UNKNOWN/2014	KY620832	ncbi	?	?	?	2014-03-24	?	?	3
HCV/SP115698/KY620834/UNKNOWN/2014	KY620834	ncbi	?	?	?	2014-03-20	?	?	3
HCV/SP117879/KY620836/UNKNOWN/2014	KY620836	ncbi	?	?	?	2014-03-26	?	?	3
HCV/SP122831/KY620841/UNKNOWN/2014	KY620841	ncbi	?	?	?	2014-03-25	?	?	3
HCV/SP151861/KY620842/UNKNOWN/2014	KY620842	ncbi	?	?	?	2014-04-01	?	?	3
HCV/SP106783/KY620844/UNKNOWN/2014	KY620844	ncbi	?	?	?	2014-03-31	?	?	3
HCV/SP144364/KY620845/UNKNOWN/2014	KY620845	ncbi	?	?	?	2014-03-31	?	?	3
HCV/SP100227/KY620848/UNKNOWN/2014	KY620848	ncbi	?	?	?	2014-03-31	?	?	3
HCV/SP127882/KY620851/UNKNOWN/2014	KY620851	ncbi	?	?	?	2014-03-26	?	?	3
HCV/SP103391/KY620853/UNKNOWN/2014	KY620853	ncbi	?	?	?	2014-03-31	?	?	3
HCV/SP190486/KY620857/UNKNOWN/2014	KY620857	ncbi	?	?	?	2014-04-01	?	?	3
HCV/SP127579/KY620858/UNKNOWN/2014	KY620858	ncbi	?	?	?	2014-04-02	?	?	3
HCV/SP197710/KY620859/UNKNOWN/2014	KY620859	ncbi	?	?	?	2014-03-31	?	?	3
HCV/SP187686/KY620863/UNKNOWN/2014	KY620863	ncbi	?	?	?	2014-03-27	?	?	3
HCV/SP156832/KY620865/UNKNOWN/2014	KY620865	ncbi	?	?	?	2014-03-26	?	?	3
HCV/SP171043/KY620870/UNKNOWN/2014	KY620870	ncbi	?	?	?	2014-04-02	?	?	3
HCV/SP117541/KY620878/UNKNOWN/2014	KY620878	ncbi	?	?	?	2014-03-31	?	?	3
HCV/SP108000/KY620879/UNKNOWN/2014	KY620879	ncbi	?	?	?	2014-03-31	?	?	3
HCV/XJN0041/KY120332/CHINA/2003	KY120332	ncbi	China	?	?	2003-08-03	?	?	3
HCV/AUS_124/KX621426/AUSTRALIA/2007	KX621426	ncbi	Australia	?	?	2007-02-20	?	?	3
HCV/AUS_135/KX621428/AUSTRALIA/2008	KX621428	ncbi	Australia	?	?	2008-01-03	?	?	3
HCV/AUS_606/KX621429/AUSTRALIA/2004	KX621429	ncbi	Australia	?	?	2004-11-04	?	?	3
HCV/AUS_808/KX621431/AUSTRALIA/2005	KX621431	ncbi	Australia	?	?	2005-11-14	?	?	3
HCV/AUS_811/KX621432/AUSTRALIA/2007	KX621432	ncbi	Australia	?	?	2007-01-15	?	?	3
HCV/AUS_1007/KX621433/AUSTRALIA/2007	KX621433	ncbi	Australia	?	?	2007-03-12	?	?	3
HCV/AUS_1401/KX621434/AUSTRALIA/2006	KX621434	ncbi	Australia	?	?	2006-11-01	?	?	3
HCV/BASMGH65/KX621441/USA/2007	KX621441	ncbi	USA	?	?	2007-11-08	?	?	3
HCV/BBAASH20/KX621447/USA/2002	KX621447	ncbi	USA	?	?	2002-03-13	?	?	3
HCV/BBAASH40/KX621453/USA/2000	KX621453	ncbi	USA	?	?	2000-06-22	?	?	3
HCV/BBAASH48/KX621454/USA/2003	KX621454	ncbi	USA	?	?	2003-07-23	?	?	3
HCV/BBAASH178/KX621469/USA/2007	KX621469	ncbi	USA	?	?	2007-03-23	?	?	3
HCV/BBAASH430/KX621472/USA/2008	KX621472	ncbi	USA	?	?	2008-03-03	?	?	3
HCV/BBAASH562/KX621475/USA/2010	KX621475	ncbi	USA	?	?	2010-01-26	?	?	3
HCV/HEP1152/KX621476/CANADA/2006	KX621476	ncbi	Canada	?	?	2006-09-26	?	?	3
HCV/HEP1319/KX621477/CANADA/2005	KX621477	ncbi	Canada	?	?	2005-11-14	?	?	3
HCV/HEP1934/KX621478/CANADA/2005	KX621478	ncbi	Canada	?	?	2005-09-06	?	?	3
HCV/HEP4503/KX621479/CANADA/2005	KX621479	ncbi	Canada	?	?	2005-09-20	?	?	3
HCV/HEP4606/KX621480/CANADA/2007	KX621480	ncbi	Canada	?	?	2007-04-02	?	?	3
HCV/HEP_4708/KX621481/CANADA/2006	KX621481	ncbi	Canada	?	?	2006-06-09	?	?	3
HCV/HEP4787/KX621483/CANADA/2006	KX621483	ncbi	Canada	?	?	2006-12-12	?	?	3
HCV/HEP5069/KX621486/CANADA/2009	KX621486	ncbi	Canada	?	?	2009-07-28	?	?	3
HCV/HEP_5074/KX621487/CANADA/2010	KX621487	ncbi	Canada	?	?	2010-03-05	?	?	3
HCV/HEP_5135/KX621488/CANADA/2011	KX621488	ncbi	Canada	?	?	2011-11-16	?	?	3
HCV/HITCNASS0384MX/KX621489/AUSTRALIA/2011	KX621489	ncbi	Australia	?	?	2011-07-25	?	?	3
HCV/HITCRIMM0274FX/KX621490/AUSTRALIA/2009	KX621490	ncbi	Australia	?	?	2009-11-04	?	?	3
HCV/HITCYALL0480MX/KX621492/AUSTRALIA/2011	KX621492	ncbi	Australia	?	?	2011-05-26	?	?	3
HCV/HITP300131/KX621494/AUSTRALIA/2007	KX621494	ncbi	Australia	?	?	2007-11-22	?	?	3
HCV/HITP300241/KX621496/AUSTRALIA/2007	KX621496	ncbi	Australia	?	?	2007-03-14	?	?	3
HCV/HITP300262/KX621498/AUSTRALIA/2007	KX621498	ncbi	Australia	?	?	2007-06-28	?	?	3
HCV/HITP300301/KX621499/AUSTRALIA/2007	KX621499	ncbi	Australia	?	?	2007-10-10	?	?	3
HCV/HITP300321/KX621501/AUSTRALIA/2008	KX621501	ncbi	Australia	?	?	2008-01-03	?	?	3
HCV/HITP300350/KX621502/AUSTRALIA/2008	KX621502	ncbi	Australia	?	?	2008-02-29	?	?	3
HCV/HITP300426/KX621503/AUSTRALIA/2009	KX621503	ncbi	Australia	?	?	2009-05-05	?	?	3
HCV/NET1024/KX621507/AUSTRALIA/2007	KX621507	ncbi	Australia	?	?	2007-05-08	?	?	3
HCV/UFOCM0005/KX621508/USA/2006	KX621508	ncbi	USA	?	?	2006-08-28	?	?	3
HCV/UFOHG0110/KX621513/USA/2003	KX621513	ncbi	USA	?	?	2003-05-07	?	?	3
HCV/UFOMN0242/KX621516/USA/2001	KX621516	ncbi	USA	?	?	2001-12-17	?	?	3
HCV/UFOMN0300/KX621518/USA/2001	KX621518	ncbi	USA	?	?	2001-11-14	?	?	3
HCV/UFOMN0312/KX621519/USA/2001	KX621519	ncbi	USA	?	?	2001-08-08	?	?	3
HCV/UFOMN0526/KX621522/USA/2003	KX621522	ncbi	USA	?	?	2003-12-02	?	?	3
HCV/UFOTH0022/KX621527/USA/2007	KX621527	ncbi	USA	?	?	2007-05-22	?	?	3
HCV/UFOTL0035/KX621530/USA/2002	KX621530	ncbi	USA	?	?	2002-02-18	?	?	3
HCV/UFOTL0086/KX621531/USA/2001	KX621531	ncbi	USA	?	?	2001-06-18	?	?	3
HCV/UFOTL0206/KX621534/USA/2001	KX621534	ncbi	USA	?	?	2001-09-12	?	?	3
HCV/UFOTL0275/KX621537/USA/2003	KX621537	ncbi	USA	?	?	2003-03-26	?	?	3
HCV/UFOVT0077/KX621541/USA/2005	KX621541	ncbi	USA	?	?	2005-05-03	?	?	3
HCV/HITP400032/KU871294/AUSTRALIA/2012	KU871294	ncbi	Australia	?	?	2012-09-04	?	?	3
HCV/HITP300345_3A/KU871295/AUSTRALIA/2012	KU871295	ncbi	Australia	?	?	2012-04-16	?	?	3
HCV/HITCCIGS1080MX/KU871296/AUSTRALIA/2013	KU871296	ncbi	Australia	?	?	2013-05-05	?	?	3
HCV/HITP300023/KU871297/AUSTRALIA/2011	KU871297	ncbi	Australia	?	?	2011-06-09	?	?	3
HCV/HITP300277/KU871298/AUSTRALIA/2012	KU871298	ncbi	Australia	?	?	2012-01-20	?	?	3
HCV/HITP300231/KU871299/AUSTRALIA/2007	KU871299	ncbi	Australia	?	?	2007-02-13	?	?	3
HCV/I/KM587622/AUSTRALIA/2012	KM587622	ncbi	Australia	?	?	2012-05-25	?	?	3
HCV/J/KM587623/USA/2012	KM587623	ncbi	USA	?	?	2012-06-27	?	?	3
HCV/3A_ZS633/KC844041/CHINA/2011	KC844041	ncbi	China	?	?	2011-XX-XX	3a	3	3
HCV/3B_ZS650/KC844044/CHINA/2011	KC844044	ncbi	China	?	?	2011-XX-XX	3b	3	3
HCV/3A_ILBSRAS_BLS/KF035123/INDIA/2012	KF035123	ncbi	India	?	?	2012-08-20	3a	3	3
HCV/3A_ILBSRAS_JK/KF035124/INDIA/2012	KF035124	ncbi	India	?	?	2012-08-20	3a	3	3
HCV/3A_ILBSRAS_BD/KF035125/INDIA/2012	KF035125	ncbi	India	?	?	2012-08-20	3a	3	3
HCV/3A_ILBSRAS_LD/KF035126/INDIA/2012	KF035126	ncbi	India	?	?	2012-08-20	3a	3	3
HCV/3A_ILBSRAS_UG/KF035127/INDIA/2012	KF035127	ncbi	India	?	?	2012-08-20	3a	3	3
HCV/3A_RASILBS3/JQ717254/INDIA/2010	JQ717254	ncbi	India	?	?	2010-09-27	3a	3	3
HCV/3A_RASILBS4/JQ717255/INDIA/2010	JQ717255	ncbi	India	?	?	2010-12-10	3a	3	3
HCV/3A_RASILBS5/JQ717256/INDIA/2011	JQ717256	ncbi	India	?	?	2011-04-07	3a	3	3
HCV/3A_ILBSRAS6/JQ717257/INDIA/2011	JQ717257	ncbi	India	?	?	2011-03-03	3a	3	3
HCV/3A_ILBSRAS7/JQ717258/INDIA/2011	JQ717258	ncbi	India	?	?	2011-02-14	3a	3	3
HCV/3A_ILBSRAS8/JQ717259/INDIA/2010	JQ717259	ncbi	India	?	?	2010-12-09	3a	3	3
HCV/3A_ILBSRAS9/JQ717260/INDIA/2008	JQ717260	ncbi	India	?	?	2008-09-24	3a	3	3
HCV/PATIENT_229/JF509175/UNITED-KINGDOM/2006	JF509175	ncbi	United Kingdom	?	?	2006-05-22	?	?	3
HCV/PATIENT_290/JF509176/UNITED-KINGDOM/2006	JF509176	ncbi	United Kingdom	?	?	2006-05-15	?	?	3
HCV/PATIENT_387/JF509177/UNITED-KINGDOM/2006	JF509177	ncbi	United Kingdom	?	?	2006-04-24	?	?	3
3_NCVI/PK1	JN588558	ncbi	Pakistan	?	?	2009-12-XX	?	?	3
HCV/3A/GQ275355/INDIA/2003	GQ275355	ncbi	India	?	?	2003-10-XX	3a	3	3
HCV/3A_PR87/HQ912953/CHINA/2008	HQ912953	ncbi	China	?	?	2008-03-18	3a	3	3
HCV/PK-1/GU294484/PAKISTAN/2008	GU294484	ncbi	Pakistan	?	?	2008-09-20	?	?	3
HCV/3A_PATIENT_299/GQ356200/UNITED-KINGDOM/2006	GQ356200	ncbi	United Kingdom	?	?	2006-04-24	3a	3	3
HCV/3A_PATIENT_275/GQ356201/UNITED-KINGDOM/2006	GQ356201	ncbi	United Kingdom	?	?	2006-05-08	3a	3	3
HCV/3A_PATIENT_115/GQ356202/UNITED-KINGDOM/2006	GQ356202	ncbi	United Kingdom	?	?	2006-01-23	3a	3	3
HCV/3A_PATIENT_128/GQ356203/UNITED-KINGDOM/2006	GQ356203	ncbi	United Kingdom	?	?	2006-01-19	3a	3	3
HCV/3A_PATIENT_140/GQ356204/UNITED-KINGDOM/2005	GQ356204	ncbi	United Kingdom	?	?	2005-12-05	3a	3	3
HCV/3A_PATIENT_234/GQ356205/UNITED-KINGDOM/2006	GQ356205	ncbi	United Kingdom	?	?	2006-07-10	3a	3	3
HCV/3A_PATIENT_297/GQ356207/UNITED-KINGDOM/2006	GQ356207	ncbi	United Kingdom	?	?	2006-05-15	3a	3	3
HCV/3A_PATIENT_298/GQ356208/UNITED-KINGDOM/2006	GQ356208	ncbi	United Kingdom	?	?	2006-05-15	3a	3	3
HCV/3A_PATIENT_135/GQ356209/UNITED-KINGDOM/2006	GQ356209	ncbi	United Kingdom	?	?	2006-02-13	3a	3	3
HCV/3A_PATIENT_294/GQ356210/UNITED-KINGDOM/2006	GQ356210	ncbi	United Kingdom	?	?	2006-07-03	3a	3	3
HCV/3A_PATIENT_274/GQ356211/UNITED-KINGDOM/2006	GQ356211	ncbi	United Kingdom	?	?	2006-05-08	3a	3	3
HCV/3A_PATIENT_301/GQ356212/UNITED-KINGDOM/2007	GQ356212	ncbi	United Kingdom	?	?	2007-01-30	3a	3	3
HCV/3A_PATIENT_288/GQ356213/UNITED-KINGDOM/2006	GQ356213	ncbi	United Kingdom	?	?	2006-05-22	3a	3	3
HCV/3A_PATIENT_331/GQ356214/UNITED-KINGDOM/2006	GQ356214	ncbi	United Kingdom	?	?	2006-11-10	3a	3	3
HCV/3A_PATIENT_219/GQ356215/UNITED-KINGDOM/2006	GQ356215	ncbi	United Kingdom	?	?	2006-07-03	3a	3	3
HCV/3A_PATIENT_99/GQ356216/UNITED-KINGDOM/2003	GQ356216	ncbi	United Kingdom	?	?	2003-02-04	3a	3	3
HCV/3A_PATIENT_129/GQ356217/UNITED-KINGDOM/2006	GQ356217	ncbi	United Kingdom	?	?	2006-02-09	3a	3	3
