strain	Accession	source	country	division	location	date	original_annotated_subtype	original_annotated_genotype	clade_membership
HCV/365485/MW689953/UNITED-KINGDOM/2013	MW689953	ncbi	United Kingdom	?	?	2013-11-07	?	?	1
HCV/365488/MW689954/UNITED-KINGDOM/2013	MW689954	ncbi	United Kingdom	?	?	2013-11-25	?	?	1
HCV/365492/MW689955/UNITED-KINGDOM/2013	MW689955	ncbi	United Kingdom	?	?	2013-09-19	?	?	1
HCV/365493/MW689956/UNITED-KINGDOM/2014	MW689956	ncbi	United Kingdom	?	?	2014-03-04	?	?	1
HCV/364775/MW689957/UNITED-KINGDOM/2012	MW689957	ncbi	United Kingdom	?	?	2012-07-10	?	?	1
HCV/365494/MW689958/UNITED-KINGDOM/2014	MW689958	ncbi	United Kingdom	?	?	2014-03-12	?	?	1
HCV/365495/MW689959/UNITED-KINGDOM/2014	MW689959	ncbi	United Kingdom	?	?	2014-06-16	?	?	1
HCV/365496/MW689960/UNITED-KINGDOM/2014	MW689960	ncbi	United Kingdom	?	?	2014-07-01	?	?	1
HCV/365499/MW689961/UNITED-KINGDOM/2014	MW689961	ncbi	United Kingdom	?	?	2014-07-04	?	?	1
HCV/365502/MW689962/UNITED-KINGDOM/2014	MW689962	ncbi	United Kingdom	?	?	2014-06-25	?	?	1
HCV/365503/MW689963/UNITED-KINGDOM/2014	MW689963	ncbi	United Kingdom	?	?	2014-08-06	?	?	1
HCV/365556/MW689964/UNITED-KINGDOM/2012	MW689964	ncbi	United Kingdom	?	?	2012-07-19	?	?	1
HCV/365508/MW689969/UNITED-KINGDOM/2012	MW689969	ncbi	United Kingdom	?	?	2012-09-05	?	?	1
HCV/365513/MW689970/UNITED-KINGDOM/2012	MW689970	ncbi	United Kingdom	?	?	2012-11-14	?	?	1
HCV/365514/MW689971/UNITED-KINGDOM/2017	MW689971	ncbi	United Kingdom	?	?	2017-06-01	?	?	1
HCV/365515/MW689972/UNITED-KINGDOM/2013	MW689972	ncbi	United Kingdom	?	?	2013-01-28	?	?	1
HCV/365517/MW689974/UNITED-KINGDOM/2013	MW689974	ncbi	United Kingdom	?	?	2013-05-08	?	?	1
HCV/365518/MW689975/UNITED-KINGDOM/2013	MW689975	ncbi	United Kingdom	?	?	2013-11-21	?	?	1
HCV/365531/MW689976/UNITED-KINGDOM/2014	MW689976	ncbi	United Kingdom	?	?	2014-05-22	?	?	1
HCV/365540/MW689977/UNITED-KINGDOM/2014	MW689977	ncbi	United Kingdom	?	?	2014-07-30	?	?	1
HCV/365542/MW689979/UNITED-KINGDOM/2014	MW689979	ncbi	United Kingdom	?	?	2014-09-17	?	?	1
HCV/365546/MW689980/UNITED-KINGDOM/2015	MW689980	ncbi	United Kingdom	?	?	2015-08-21	?	?	1
HCV/365549/MW689981/UNITED-KINGDOM/2016	MW689981	ncbi	United Kingdom	?	?	2016-06-22	?	?	1
HCV/365551/MW689982/UNITED-KINGDOM/2013	MW689982	ncbi	United Kingdom	?	?	2013-04-09	?	?	1
HCV/365561/MW689983/UNITED-KINGDOM/2013	MW689983	ncbi	United Kingdom	?	?	2013-09-16	?	?	1
HCV/365562/MW689984/UNITED-KINGDOM/2013	MW689984	ncbi	United Kingdom	?	?	2013-09-02	?	?	1
HCV/1008035/MW689985/UNITED-KINGDOM/2012	MW689985	ncbi	United Kingdom	?	?	2012-11-23	?	?	1
HCV/1008036/MW689986/UNITED-KINGDOM/2012	MW689986	ncbi	United Kingdom	?	?	2012-12-10	?	?	1
HCV/1008037/MW689987/UNITED-KINGDOM/2013	MW689987	ncbi	United Kingdom	?	?	2013-06-11	?	?	1
HCV/1008039/MW689988/UNITED-KINGDOM/2014	MW689988	ncbi	United Kingdom	?	?	2014-01-23	?	?	1
HCV/1008040/MW689989/UNITED-KINGDOM/2014	MW689989	ncbi	United Kingdom	?	?	2014-01-23	?	?	1
HCV/1008041/MW689990/UNITED-KINGDOM/2014	MW689990	ncbi	United Kingdom	?	?	2014-02-20	?	?	1
HCV/1008049/MW689993/UNITED-KINGDOM/2012	MW689993	ncbi	United Kingdom	?	?	2012-10-04	?	?	1
HCV/1008050/MW689994/UNITED-KINGDOM/2012	MW689994	ncbi	United Kingdom	?	?	2012-12-07	?	?	1
HCV/1008051/MW689995/UNITED-KINGDOM/2016	MW689995	ncbi	United Kingdom	?	?	2016-04-26	?	?	1
HCV/1008053/MW689996/UNITED-KINGDOM/2013	MW689996	ncbi	United Kingdom	?	?	2013-02-14	?	?	1
HCV/364785/MW689998/UNITED-KINGDOM/2014	MW689998	ncbi	United Kingdom	?	?	2014-10-13	?	?	1
HCV/1008078/MW690000/UNITED-KINGDOM/2013	MW690000	ncbi	United Kingdom	?	?	2013-03-19	?	?	1
HCV/1008079/MW690001/UNITED-KINGDOM/2013	MW690001	ncbi	United Kingdom	?	?	2013-05-23	?	?	1
HCV/1008080/MW690002/UNITED-KINGDOM/2013	MW690002	ncbi	United Kingdom	?	?	2013-09-19	?	?	1
HCV/1008082/MW690003/UNITED-KINGDOM/2015	MW690003	ncbi	United Kingdom	?	?	2015-11-05	?	?	1
HCV/1008083/MW690004/UNITED-KINGDOM/2012	MW690004	ncbi	United Kingdom	?	?	2012-10-08	?	?	1
HCV/1008087/MW690005/UNITED-KINGDOM/2014	MW690005	ncbi	United Kingdom	?	?	2014-06-12	?	?	1
HCV/1008089/MW690006/UNITED-KINGDOM/2014	MW690006	ncbi	United Kingdom	?	?	2014-05-23	?	?	1
HCV/1008090/MW690007/UNITED-KINGDOM/2014	MW690007	ncbi	United Kingdom	?	?	2014-08-12	?	?	1
HCV/1008092/MW690008/UNITED-KINGDOM/2015	MW690008	ncbi	United Kingdom	?	?	2015-09-15	?	?	1
HCV/1008100/MW690009/UNITED-KINGDOM/2015	MW690009	ncbi	United Kingdom	?	?	2015-10-07	?	?	1
HCV/364796/MW690012/UNITED-KINGDOM/2014	MW690012	ncbi	United Kingdom	?	?	2014-05-07	?	?	1
HCV/364797/MW690013/UNITED-KINGDOM/2014	MW690013	ncbi	United Kingdom	?	?	2014-06-25	?	?	1
HCV/365456/MW690017/UNITED-KINGDOM/2012	MW690017	ncbi	United Kingdom	?	?	2012-11-21	?	?	1
HCV/365464/MW690018/UNITED-KINGDOM/2014	MW690018	ncbi	United Kingdom	?	?	2014-09-02	?	?	1
HCV/365466/MW690019/UNITED-KINGDOM/2014	MW690019	ncbi	United Kingdom	?	?	2014-05-20	?	?	1
HCV/365467/MW690020/UNITED-KINGDOM/2013	MW690020	ncbi	United Kingdom	?	?	2013-05-16	?	?	1
HCV/HCV087/MT184369/CHINA/2016	MT184369	ncbi	China	?	?	2016-01-27	?	?	1
HCV/HCV088/MT184370/CHINA/2017	MT184370	ncbi	China	?	?	2017-01-11	?	?	1
HCV/HCV129/MT184371/CHINA/2015	MT184371	ncbi	China	?	?	2015-04-21	?	?	1
HCV/HCV089/MT184372/CHINA/2016	MT184372	ncbi	China	?	?	2016-02-01	?	?	1
HCV/HCV090/MT184373/CHINA/2017	MT184373	ncbi	China	?	?	2017-01-11	?	?	1
HCV/HCV130/MT184374/CHINA/2015	MT184374	ncbi	China	?	?	2015-04-21	?	?	1
HCV/EG/MN782311/EGYPT/2018	MN782311	ncbi	Egypt	?	?	2018-04-XX	?	?	1
HCV/HCV_NWFD_1CG_COINF18/MT512570/RUSSIA/2018	MT512570	ncbi	Russia	 St. Petersburg	?	2018-XX-XX	?	?	1
HCV/2000427/MT632105/ISRAEL/2015	MT632105	ncbi	Israel	?	?	2015-06-01	?	?	1
HCV/2000444/MT632106/ISRAEL/2015	MT632106	ncbi	Israel	?	?	2015-06-09	?	?	1
HCV/2000445/MT632107/ISRAEL/2015	MT632107	ncbi	Israel	?	?	2015-06-14	?	?	1
HCV/2000446/MT632108/ISRAEL/2015	MT632108	ncbi	Israel	?	?	2015-06-14	?	?	1
HCV/2000447/MT632109/ISRAEL/2015	MT632109	ncbi	Israel	?	?	2015-06-15	?	?	1
HCV/2000449/MT632110/ISRAEL/2015	MT632110	ncbi	Israel	?	?	2015-06-15	?	?	1
HCV/2000463/MT632111/ISRAEL/2015	MT632111	ncbi	Israel	?	?	2015-06-28	?	?	1
HCV/2000478/MT632112/ISRAEL/2015	MT632112	ncbi	Israel	?	?	2015-07-07	?	?	1
HCV/2000484/MT632113/ISRAEL/2015	MT632113	ncbi	Israel	?	?	2015-07-09	?	?	1
HCV/2000485/MT632114/ISRAEL/2015	MT632114	ncbi	Israel	?	?	2015-07-09	?	?	1
HCV/2000502/MT632115/ISRAEL/2015	MT632115	ncbi	Israel	?	?	2015-07-19	?	?	1
HCV/2000512_S/MT632116/ISRAEL/2015	MT632116	ncbi	Israel	?	?	2015-07-28	?	?	1
HCV/2000513/MT632117/ISRAEL/2015	MT632117	ncbi	Israel	?	?	2015-07-29	?	?	1
HCV/2000516/MT632118/ISRAEL/2015	MT632118	ncbi	Israel	?	?	2015-07-30	?	?	1
HCV/2000517_S/MT632119/ISRAEL/2015	MT632119	ncbi	Israel	?	?	2015-08-02	?	?	1
HCV/2000545_S/MT632120/ISRAEL/2015	MT632120	ncbi	Israel	?	?	2015-06-23	?	?	1
HCV/2000554_S/MT632121/ISRAEL/2015	MT632121	ncbi	Israel	?	?	2015-09-03	?	?	1
HCV/2000561/MT632122/ISRAEL/2015	MT632122	ncbi	Israel	?	?	2015-09-10	?	?	1
HCV/2000572/MT632123/ISRAEL/2015	MT632123	ncbi	Israel	?	?	2015-10-08	?	?	1
HCV/2000573/MT632124/ISRAEL/2015	MT632124	ncbi	Israel	?	?	2015-10-11	?	?	1
HCV/2000599/MT632125/ISRAEL/2015	MT632125	ncbi	Israel	?	?	2015-10-28	?	?	1
HCV/2000602/MT632126/ISRAEL/2015	MT632126	ncbi	Israel	?	?	2015-10-29	?	?	1
HCV/2000607/MT632127/ISRAEL/2015	MT632127	ncbi	Israel	?	?	2015-11-03	?	?	1
HCV/2000613/MT632128/ISRAEL/2015	MT632128	ncbi	Israel	?	?	2015-11-09	?	?	1
HCV/2000615_S/MT632129/ISRAEL/2015	MT632129	ncbi	Israel	?	?	2015-11-11	?	?	1
HCV/2000616_S/MT632130/ISRAEL/2015	MT632130	ncbi	Israel	?	?	2015-11-11	?	?	1
HCV/2000618/MT632131/ISRAEL/2015	MT632131	ncbi	Israel	?	?	2015-11-12	?	?	1
HCV/2000619/MT632132/ISRAEL/2015	MT632132	ncbi	Israel	?	?	2015-11-12	?	?	1
HCV/2000621/MT632133/ISRAEL/2015	MT632133	ncbi	Israel	?	?	2015-11-15	?	?	1
HCV/2000633/MT632134/ISRAEL/2015	MT632134	ncbi	Israel	?	?	2015-11-24	?	?	1
HCV/2000637/MT632135/ISRAEL/2015	MT632135	ncbi	Israel	?	?	2015-11-29	?	?	1
HCV/2000646/MT632136/ISRAEL/2015	MT632136	ncbi	Israel	?	?	2015-12-06	?	?	1
HCV/2000668/MT632137/ISRAEL/2015	MT632137	ncbi	Israel	?	?	2015-12-31	?	?	1
HCV/2000669/MT632138/ISRAEL/2016	MT632138	ncbi	Israel	?	?	2016-01-03	?	?	1
HCV/2000670/MT632139/ISRAEL/2016	MT632139	ncbi	Israel	?	?	2016-01-04	?	?	1
HCV/2000672/MT632140/ISRAEL/2016	MT632140	ncbi	Israel	?	?	2016-01-05	?	?	1
HCV/2000684/MT632141/ISRAEL/2016	MT632141	ncbi	Israel	?	?	2016-01-27	?	?	1
HCV/2000691/MT632142/ISRAEL/2016	MT632142	ncbi	Israel	?	?	2016-02-04	?	?	1
HCV/2000692/MT632143/ISRAEL/2016	MT632143	ncbi	Israel	?	?	2016-02-04	?	?	1
HCV/2000693/MT632144/ISRAEL/2016	MT632144	ncbi	Israel	?	?	2016-02-04	?	?	1
HCV/2000694/MT632145/ISRAEL/2016	MT632145	ncbi	Israel	?	?	2016-02-04	?	?	1
HCV/2000705/MT632147/ISRAEL/2016	MT632147	ncbi	Israel	?	?	2016-02-17	?	?	1
HCV/2000726/MT632148/ISRAEL/2016	MT632148	ncbi	Israel	?	?	2016-03-10	?	?	1
HCV/2000734/MT632149/ISRAEL/2016	MT632149	ncbi	Israel	?	?	2016-03-28	?	?	1
HCV/2000775_S/MT632150/ISRAEL/2016	MT632150	ncbi	Israel	?	?	2016-04-20	?	?	1
HCV/2000782/MT632151/ISRAEL/2016	MT632151	ncbi	Israel	?	?	2016-05-01	?	?	1
HCV/2000790/MT632152/ISRAEL/2016	MT632152	ncbi	Israel	?	?	2016-05-05	?	?	1
HCV/2000791/MT632153/ISRAEL/2016	MT632153	ncbi	Israel	?	?	2016-05-08	?	?	1
HCV/2000798/MT632154/ISRAEL/2016	MT632154	ncbi	Israel	?	?	2016-05-15	?	?	1
HCV/2000810_S/MT632155/ISRAEL/2016	MT632155	ncbi	Israel	?	?	2016-05-25	?	?	1
HCV/2000811_S/MT632156/ISRAEL/2016	MT632156	ncbi	Israel	?	?	2016-05-25	?	?	1
HCV/2000883/MT632157/ISRAEL/2016	MT632157	ncbi	Israel	?	?	2016-08-11	?	?	1
HCV/2000913/MT632159/ISRAEL/2016	MT632159	ncbi	Israel	?	?	2016-11-07	?	?	1
HCV/2000929/MT632160/ISRAEL/2016	MT632160	ncbi	Israel	?	?	2016-11-01	?	?	1
HCV/2000973/MT632161/ISRAEL/2017	MT632161	ncbi	Israel	?	?	2017-01-31	?	?	1
HCV/2000982/MT632163/ISRAEL/2017	MT632163	ncbi	Israel	?	?	2017-02-15	?	?	1
HCV/2000984/MT632164/ISRAEL/2017	MT632164	ncbi	Israel	?	?	2017-02-20	?	?	1
HCV/2000986/MT632165/ISRAEL/2017	MT632165	ncbi	Israel	?	?	2017-02-21	?	?	1
HCV/2000989/MT632166/ISRAEL/2017	MT632166	ncbi	Israel	?	?	2017-02-23	?	?	1
HCV/2001001/MT632167/ISRAEL/2017	MT632167	ncbi	Israel	?	?	2017-03-06	?	?	1
HCV/2001005/MT632168/ISRAEL/2017	MT632168	ncbi	Israel	?	?	2017-03-13	?	?	1
HCV/2001011/MT632169/ISRAEL/2017	MT632169	ncbi	Israel	?	?	2017-03-21	?	?	1
HCV/2001052/MT632171/ISRAEL/2017	MT632171	ncbi	Israel	?	?	2017-03-15	?	?	1
HCV/2001067/MT632173/ISRAEL/2017	MT632173	ncbi	Israel	?	?	2017-04-27	?	?	1
HCV/2001069/MT632174/ISRAEL/2017	MT632174	ncbi	Israel	?	?	2017-04-30	?	?	1
HCV/2001070_S/MT632175/ISRAEL/2017	MT632175	ncbi	Israel	?	?	2017-05-03	?	?	1
HCV/2001072_S/MT632176/ISRAEL/2017	MT632176	ncbi	Israel	?	?	2017-05-04	?	?	1
HCV/2001079/MT632177/ISRAEL/2017	MT632177	ncbi	Israel	?	?	2017-05-08	?	?	1
HCV/2001088/MT632178/ISRAEL/2017	MT632178	ncbi	Israel	?	?	2017-05-14	?	?	1
HCV/2001108/MT632181/ISRAEL/2017	MT632181	ncbi	Israel	?	?	2017-05-25	?	?	1
HCV/2001114/MT632182/ISRAEL/2017	MT632182	ncbi	Israel	?	?	2017-05-29	?	?	1
HCV/2001121/MT632183/ISRAEL/2017	MT632183	ncbi	Israel	?	?	2017-05-29	?	?	1
HCV/2001123_S/MT632184/ISRAEL/2017	MT632184	ncbi	Israel	?	?	2017-06-04	?	?	1
HCV/2001129/MT632185/ISRAEL/2017	MT632185	ncbi	Israel	?	?	2017-06-07	?	?	1
HCV/2001137/MT632187/ISRAEL/2017	MT632187	ncbi	Israel	?	?	2017-06-15	?	?	1
HCV/2001144/MT632188/ISRAEL/2017	MT632188	ncbi	Israel	?	?	2017-06-15	?	?	1
HCV/2001159/MT632189/ISRAEL/2017	MT632189	ncbi	Israel	?	?	2017-06-26	?	?	1
HCV/2001160/MT632190/ISRAEL/2017	MT632190	ncbi	Israel	?	?	2017-06-26	?	?	1
HCV/2001172_S/MT632191/ISRAEL/2017	MT632191	ncbi	Israel	?	?	2017-07-05	?	?	1
HCV/2001206_S/MT632192/ISRAEL/2017	MT632192	ncbi	Israel	?	?	2017-07-16	?	?	1
HCV/2001218/MT632193/ISRAEL/2017	MT632193	ncbi	Israel	?	?	2017-07-23	?	?	1
HCV/1B_001/LC368309/JAPAN/2000	LC368309	ncbi	Japan	?	?	2000-XX-XX	1b	1	1
HCV/1B_002/LC368310/JAPAN/2003	LC368310	ncbi	Japan	?	?	2003-XX-XX	1b	1	1
HCV/1A_003/LC368311/JAPAN/2003	LC368311	ncbi	Japan	?	?	2003-XX-XX	1a	1	1
HCV/1A_004/LC368312/JAPAN/2004	LC368312	ncbi	Japan	?	?	2004-XX-XX	1a	1	1
HCV/1A_005/LC368313/JAPAN/2006	LC368313	ncbi	Japan	?	?	2006-XX-XX	1a	1	1
HCV/1B_006/LC368314/JAPAN/2006	LC368314	ncbi	Japan	?	?	2006-XX-XX	1b	1	1
HCV/1A_007/LC368315/JAPAN/2006	LC368315	ncbi	Japan	?	?	2006-XX-XX	1a	1	1
HCV/1A_008/LC368316/JAPAN/2006	LC368316	ncbi	Japan	?	?	2006-XX-XX	1a	1	1
HCV/1A_009/LC368317/JAPAN/2006	LC368317	ncbi	Japan	?	?	2006-XX-XX	1a	1	1
HCV/1B_010/LC368318/JAPAN/2006	LC368318	ncbi	Japan	?	?	2006-XX-XX	1b	1	1
HCV/1B_011/LC368319/JAPAN/2007	LC368319	ncbi	Japan	?	?	2007-XX-XX	1b	1	1
HCV/1A_012/LC368320/JAPAN/2008	LC368320	ncbi	Japan	?	?	2008-XX-XX	1a	1	1
HCV/1A_013/LC368321/JAPAN/2008	LC368321	ncbi	Japan	?	?	2008-XX-XX	1a	1	1
HCV/1B_014/LC368322/JAPAN/2009	LC368322	ncbi	Japan	?	?	2009-XX-XX	1b	1	1
HCV/1B_015/LC368323/JAPAN/2009	LC368323	ncbi	Japan	?	?	2009-XX-XX	1b	1	1
HCV/1A_016/LC368324/JAPAN/2009	LC368324	ncbi	Japan	?	?	2009-XX-XX	1a	1	1
HCV/1B_017/LC368325/JAPAN/2010	LC368325	ncbi	Japan	?	?	2010-XX-XX	1b	1	1
HCV/1A_018/LC368326/JAPAN/2011	LC368326	ncbi	Japan	?	?	2011-XX-XX	1a	1	1
HCV/1A_019/LC368327/JAPAN/2011	LC368327	ncbi	Japan	?	?	2011-XX-XX	1a	1	1
HCV/1A_020/LC368328/JAPAN/2014	LC368328	ncbi	Japan	?	?	2014-XX-XX	1a	1	1
HCV/1A_021/LC368329/JAPAN/2014	LC368329	ncbi	Japan	?	?	2014-XX-XX	1a	1	1
HCV/1B_022/LC368330/JAPAN/2014	LC368330	ncbi	Japan	?	?	2014-XX-XX	1b	1	1
HCV/1A_023/LC368331/JAPAN/2014	LC368331	ncbi	Japan	?	?	2014-XX-XX	1a	1	1
HCV/1A_024/LC368332/JAPAN/2015	LC368332	ncbi	Japan	?	?	2015-XX-XX	1a	1	1
HCV/1B_025/LC368333/JAPAN/2011	LC368333	ncbi	Japan	?	?	2011-XX-XX	1b	1	1
HCV/1B_026/LC368334/JAPAN/2010	LC368334	ncbi	Japan	?	?	2010-XX-XX	1b	1	1
HCV/1B_027/LC368335/JAPAN/2012	LC368335	ncbi	Japan	?	?	2012-XX-XX	1b	1	1
HCV/1B_028/LC368336/JAPAN/2011	LC368336	ncbi	Japan	?	?	2011-XX-XX	1b	1	1
HCV/1B_029/LC368337/JAPAN/2011	LC368337	ncbi	Japan	?	?	2011-XX-XX	1b	1	1
HCV/1B_032/LC368338/JAPAN/2012	LC368338	ncbi	Japan	?	?	2012-XX-XX	1b	1	1
HCV/1B_033/LC368339/JAPAN/2012	LC368339	ncbi	Japan	?	?	2012-XX-XX	1b	1	1
HCV/1B_034/LC368340/JAPAN/2013	LC368340	ncbi	Japan	?	?	2013-XX-XX	1b	1	1
HCV/1B_035/LC368341/JAPAN/2013	LC368341	ncbi	Japan	?	?	2013-XX-XX	1b	1	1
HCV/1B_036/LC368342/JAPAN/2013	LC368342	ncbi	Japan	?	?	2013-XX-XX	1b	1	1
HCV/1B_037/LC368343/JAPAN/2014	LC368343	ncbi	Japan	?	?	2014-XX-XX	1b	1	1
HCV/1B_038/LC368344/JAPAN/2014	LC368344	ncbi	Japan	?	?	2014-XX-XX	1b	1	1
HCV/1B_042/LC368345/JAPAN/2015	LC368345	ncbi	Japan	?	?	2015-XX-XX	1b	1	1
HCV/1B_044/LC368346/JAPAN/2004	LC368346	ncbi	Japan	?	?	2004-XX-XX	1b	1	1
HCV/1A_045/LC368347/JAPAN/2008	LC368347	ncbi	Japan	?	?	2008-XX-XX	1a	1	1
HCV/1B_046/LC368348/JAPAN/2003	LC368348	ncbi	Japan	?	?	2003-XX-XX	1b	1	1
HCV/1B_047/LC368349/JAPAN/2005	LC368349	ncbi	Japan	?	?	2005-XX-XX	1b	1	1
HCV/1B_048/LC368350/JAPAN/1997	LC368350	ncbi	Japan	?	?	1997-XX-XX	1b	1	1
HCV/1A_049/LC368351/JAPAN/2011	LC368351	ncbi	Japan	?	?	2011-XX-XX	1a	1	1
HCV/1B_056/LC368359/JAPAN/2013	LC368359	ncbi	Japan	?	?	2013-XX-XX	1b	1	1
HCV/1A_072/LC368374/AUSTRALIA/2003	LC368374	ncbi	Australia	?	?	2003-XX-XX	1a	1	1
HCV/1B_073/LC368375/JAPAN/2003	LC368375	ncbi	Japan	?	?	2003-XX-XX	1b	1	1
HCV/1B_074/LC368376/JAPAN/2004	LC368376	ncbi	Japan	?	?	2004-XX-XX	1b	1	1
HCV/1B_075/LC368377/JAPAN/2004	LC368377	ncbi	Japan	?	?	2004-XX-XX	1b	1	1
HCV/1B_077/LC368379/JAPAN/2005	LC368379	ncbi	Japan	?	?	2005-XX-XX	1b	1	1
HCV/1B_078/LC368380/JAPAN/2005	LC368380	ncbi	Japan	?	?	2005-XX-XX	1b	1	1
HCV/1B_079/LC368381/JAPAN/2005	LC368381	ncbi	Japan	?	?	2005-XX-XX	1b	1	1
HCV/1B_081/LC368383/JAPAN/2006	LC368383	ncbi	Japan	?	?	2006-XX-XX	1b	1	1
HCV/1B_082/LC368384/JAPAN/2006	LC368384	ncbi	Japan	?	?	2006-XX-XX	1b	1	1
HCV/1B_083/LC368385/JAPAN/2005	LC368385	ncbi	Japan	?	?	2005-XX-XX	1b	1	1
HCV/1B_084/LC368386/JAPAN/2006	LC368386	ncbi	Japan	?	?	2006-XX-XX	1b	1	1
HCV/1B_085/LC368387/JAPAN/2006	LC368387	ncbi	Japan	?	?	2006-XX-XX	1b	1	1
HCV/1B_088/LC368390/JAPAN/2007	LC368390	ncbi	Japan	?	?	2007-XX-XX	1b	1	1
HCV/1A_089/LC368391/INDONESIA/2007	LC368391	ncbi	Indonesia	?	?	2007-XX-XX	1a	1	1
HCV/1B_092/LC368394/JAPAN/2009	LC368394	ncbi	Japan	?	?	2009-XX-XX	1b	1	1
HCV/1B_093/LC368395/JAPAN/2009	LC368395	ncbi	Japan	?	?	2009-XX-XX	1b	1	1
HCV/1B_094/LC368396/JAPAN/2009	LC368396	ncbi	Japan	?	?	2009-XX-XX	1b	1	1
HCV/1B_096/LC368398/JAPAN/2009	LC368398	ncbi	Japan	?	?	2009-XX-XX	1b	1	1
HCV/1B_097/LC368399/JAPAN/2009	LC368399	ncbi	Japan	?	?	2009-XX-XX	1b	1	1
HCV/1B_098/LC368400/JAPAN/2009	LC368400	ncbi	Japan	?	?	2009-XX-XX	1b	1	1
HCV/1B_099/LC368401/JAPAN/2009	LC368401	ncbi	Japan	?	?	2009-XX-XX	1b	1	1
HCV/1B_100/LC368402/JAPAN/2010	LC368402	ncbi	Japan	?	?	2010-XX-XX	1b	1	1
HCV/1B_101/LC368403/JAPAN/2010	LC368403	ncbi	Japan	?	?	2010-XX-XX	1b	1	1
HCV/1A_102/LC368404/INDIA/2010	LC368404	ncbi	India	?	?	2010-XX-XX	1a	1	1
HCV/1B_103/LC368405/JAPAN/2010	LC368405	ncbi	Japan	?	?	2010-XX-XX	1b	1	1
HCV/1B_104/LC368406/JAPAN/2010	LC368406	ncbi	Japan	?	?	2010-XX-XX	1b	1	1
HCV/1B_105/LC368407/JAPAN/2011	LC368407	ncbi	Japan	?	?	2011-XX-XX	1b	1	1
HCV/1B_106/LC368408/JAPAN/2008	LC368408	ncbi	Japan	?	?	2008-XX-XX	1b	1	1
HCV/1B_108/LC368410/JAPAN/2008	LC368410	ncbi	Japan	?	?	2008-XX-XX	1b	1	1
HCV/1A_110/LC368412/MYANMAR/2011	LC368412	ncbi	Myanmar	?	?	2011-XX-XX	1a	1	1
HCV/1B_111/LC368413/JAPAN/2011	LC368413	ncbi	Japan	?	?	2011-XX-XX	1b	1	1
HCV/1B_115/LC368417/JAPAN/2013	LC368417	ncbi	Japan	?	?	2013-XX-XX	1b	1	1
HCV/1B_117/LC368418/JAPAN/2012	LC368418	ncbi	Japan	?	?	2012-XX-XX	1b	1	1
HCV/1B_118/LC368419/JAPAN/2012	LC368419	ncbi	Japan	?	?	2012-XX-XX	1b	1	1
HCV/1B_121/LC368422/JAPAN/2012	LC368422	ncbi	Japan	?	?	2012-XX-XX	1b	1	1
HCV/1B_123/LC368424/JAPAN/2012	LC368424	ncbi	Japan	?	?	2012-XX-XX	1b	1	1
HCV/1B_124/LC368425/JAPAN/2012	LC368425	ncbi	Japan	?	?	2012-XX-XX	1b	1	1
HCV/1B_126/LC368427/JAPAN/2012	LC368427	ncbi	Japan	?	?	2012-XX-XX	1b	1	1
HCV/1B_127/LC368428/JAPAN/2012	LC368428	ncbi	Japan	?	?	2012-XX-XX	1b	1	1
HCV/1B_128/LC368429/JAPAN/2012	LC368429	ncbi	Japan	?	?	2012-XX-XX	1b	1	1
HCV/1B_133/LC368433/JAPAN/2013	LC368433	ncbi	Japan	?	?	2013-XX-XX	1b	1	1
HCV/1B_134/LC368434/JAPAN/2013	LC368434	ncbi	Japan	?	?	2013-XX-XX	1b	1	1
HCV/1B_136/LC368436/JAPAN/2014	LC368436	ncbi	Japan	?	?	2014-XX-XX	1b	1	1
HCV/1B_137/LC368437/JAPAN/2014	LC368437	ncbi	Japan	?	?	2014-XX-XX	1b	1	1
HCV/1B_140/LC368440/BELARUS/2015	LC368440	ncbi	Belarus	?	?	2015-XX-XX	1b	1	1
HCV/1B_141/LC368441/JAPAN/2015	LC368441	ncbi	Japan	?	?	2015-XX-XX	1b	1	1
HCV/1B_144/LC368443/JAPAN/2015	LC368443	ncbi	Japan	?	?	2015-XX-XX	1b	1	1
HCV/1B_147/LC368445/JAPAN/2015	LC368445	ncbi	Japan	?	?	2015-XX-XX	1b	1	1
HCV/1B_148/LC368446/JAPAN/2016	LC368446	ncbi	Japan	?	?	2016-XX-XX	1b	1	1
HCV/1B_149/LC368447/JAPAN/2016	LC368447	ncbi	Japan	?	?	2016-XX-XX	1b	1	1
HCV/1B_150/LC368448/JAPAN/2016	LC368448	ncbi	Japan	?	?	2016-XX-XX	1b	1	1
HCV/SL20_S/MN628580/SRI-LANKA/2014	MN628580	ncbi	Sri Lanka	?	?	2014-XX-XX	?	?	1
HCV/SL36_S/MN628592/SRI-LANKA/2014	MN628592	ncbi	Sri Lanka	?	?	2014-XX-XX	?	?	1
HCV_RF_2/1L	MN326295	ncbi	United Kingdom	?	?	2015-07-08	?	?	1
HCV/K6528/MH477420/CAMEROON/2016	MH477420	ncbi	Cameroon	?	?	2016-XX-XX	?	?	1
HCV//LC462122/JAPAN/2017	LC462122	ncbi	Japan	?	?	2017-01-14	?	?	1
HCV/1A_RYUKYU_HCV1A_01/LC209863/JAPAN/2016	LC209863	ncbi	Japan	 Okinawa	?	2016-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_02/LC209864/JAPAN/2015	LC209864	ncbi	Japan	 Okinawa	?	2015-XX-XX	1a	1	1
